time,T,P0,P,U,Td
2022/9/8 6:00,0.740740741,0.42173913,0.41991342,0.686746988,0.891891892
2022/9/8 7:00,0.703703704,0.42173913,0.41991342,0.746987952,0.891891892
2022/9/8 8:00,0.740740741,0.452173913,0.45021645,0.686746988,0.891891892
2022/9/8 9:00,0.814814815,0.452173913,0.45021645,0.542168675,0.864864865
2022/9/8 10:00,0.851851852,0.452173913,0.45021645,0.554216867,0.891891892
2022/9/8 11:00,0.851851852,0.452173913,0.45021645,0.602409639,0.918918919
2022/9/8 12:00,0.851851852,0.42173913,0.41991342,0.554216867,0.891891892
2022/9/8 13:00,0.814814815,0.386956522,0.385281385,0.638554217,0.918918919
2022/9/8 14:00,0.851851852,0.356521739,0.354978355,0.602409639,0.918918919
2022/9/8 15:00,0.814814815,0.32173913,0.32034632,0.638554217,0.918918919
2022/9/8 16:00,0.814814815,0.32173913,0.32034632,0.698795181,0.945945946
2022/9/8 17:00,0.777777778,0.356521739,0.354978355,0.638554217,0.891891892
2022/9/8 18:00,0.777777778,0.386956522,0.385281385,0.542168675,0.837837838
2022/9/8 19:00,0.777777778,0.386956522,0.385281385,0.457831325,0.783783784
2022/9/8 20:00,0.740740741,0.452173913,0.45021645,0.409638554,0.72972973
2022/9/8 21:00,0.740740741,0.452173913,0.45021645,0.409638554,0.72972973
2022/9/8 22:00,0.740740741,0.452173913,0.45021645,0.409638554,0.72972973
2022/9/8 23:00,0.703703704,0.452173913,0.45021645,0.542168675,0.783783784
2022/9/9 0:00,0.740740741,0.42173913,0.41991342,0.337349398,0.675675676
2022/9/9 1:00,0.703703704,0.42173913,0.41991342,0.457831325,0.72972973
2022/9/9 2:00,0.666666667,0.42173913,0.41991342,0.590361446,0.783783784
2022/9/9 3:00,0.666666667,0.42173913,0.41991342,0.638554217,0.810810811
2022/9/9 4:00,0.666666667,0.386956522,0.385281385,0.638554217,0.810810811
2022/9/9 5:00,0.666666667,0.386956522,0.385281385,0.638554217,0.810810811
2022/9/9 6:00,0.62962963,0.386956522,0.385281385,0.686746988,0.810810811
2022/9/9 7:00,0.666666667,0.42173913,0.41991342,0.686746988,0.837837838
2022/9/9 8:00,0.740740741,0.42173913,0.41991342,0.590361446,0.837837838
2022/9/9 9:00,0.777777778,0.42173913,0.41991342,0.542168675,0.837837838
2022/9/9 10:00,0.851851852,0.42173913,0.41991342,0.385542169,0.783783784
2022/9/9 11:00,0.777777778,0.42173913,0.41991342,0.590361446,0.864864865
2022/9/9 12:00,0.814814815,0.386956522,0.385281385,0.457831325,0.810810811
2022/9/9 13:00,0.851851852,0.386956522,0.385281385,0.385542169,0.783783784
2022/9/9 14:00,0.851851852,0.356521739,0.354978355,0.289156627,0.702702703
2022/9/9 15:00,0.851851852,0.32173913,0.32034632,0.421686747,0.810810811
2022/9/9 16:00,0.851851852,0.32173913,0.32034632,0.421686747,0.810810811
2022/9/9 17:00,0.814814815,0.3,0.298701299,0.506024096,0.837837838
2022/9/9 18:00,0.777777778,0.32173913,0.32034632,0.542168675,0.837837838
2022/9/9 19:00,0.740740741,0.32173913,0.32034632,0.686746988,0.891891892
2022/9/9 20:00,0.740740741,0.356521739,0.354978355,0.638554217,0.864864865
2022/9/9 21:00,0.740740741,0.386956522,0.385281385,0.638554217,0.864864865
2022/9/9 22:00,0.740740741,0.386956522,0.385281385,0.638554217,0.864864865
2022/9/9 23:00,0.740740741,0.386956522,0.385281385,0.638554217,0.864864865
2022/9/10 0:00,0.703703704,0.386956522,0.385281385,0.686746988,0.864864865
2022/9/10 1:00,0.740740741,0.356521739,0.354978355,0.638554217,0.864864865
2022/9/10 2:00,0.703703704,0.356521739,0.354978355,0.638554217,0.837837838
2022/9/10 3:00,0.703703704,0.32173913,0.32034632,0.638554217,0.837837838
2022/9/10 4:00,0.703703704,0.32173913,0.32034632,0.638554217,0.837837838
2022/9/10 5:00,0.703703704,0.32173913,0.32034632,0.638554217,0.837837838
2022/9/10 6:00,0.703703704,0.32173913,0.32034632,0.638554217,0.837837838
2022/9/10 7:00,0.703703704,0.32173913,0.32034632,0.638554217,0.837837838
2022/9/10 8:00,0.740740741,0.356521739,0.354978355,0.638554217,0.864864865
2022/9/10 9:00,0.777777778,0.356521739,0.354978355,0.590361446,0.864864865
2022/9/10 10:00,0.777777778,0.386956522,0.385281385,0.590361446,0.864864865
2022/9/10 11:00,0.777777778,0.356521739,0.354978355,0.590361446,0.864864865
2022/9/10 12:00,0.814814815,0.356521739,0.354978355,0.542168675,0.864864865
2022/9/10 13:00,0.814814815,0.32173913,0.32034632,0.542168675,0.864864865
2022/9/10 14:00,0.814814815,0.3,0.298701299,0.590361446,0.891891892
2022/9/10 15:00,0.814814815,0.265217391,0.264069264,0.590361446,0.891891892
2022/9/10 16:00,0.814814815,0.265217391,0.264069264,0.638554217,0.918918919
2022/9/10 17:00,0.777777778,0.265217391,0.264069264,0.698795181,0.918918919
2022/9/10 18:00,0.740740741,0.265217391,0.264069264,0.746987952,0.918918919
2022/9/10 19:00,0.740740741,0.3,0.298701299,0.746987952,0.918918919
2022/9/10 20:00,0.740740741,0.3,0.298701299,0.746987952,0.918918919
2022/9/10 21:00,0.740740741,0.32173913,0.32034632,0.746987952,0.918918919
2022/9/10 22:00,0.703703704,0.32173913,0.32034632,0.86746988,0.945945946
2022/9/10 23:00,0.703703704,0.32173913,0.32034632,0.86746988,0.945945946
2022/9/11 0:00,0.703703704,0.32173913,0.32034632,0.86746988,0.945945946
2022/9/11 1:00,0.740740741,0.32173913,0.32034632,0.746987952,0.918918919
2022/9/11 2:00,0.740740741,0.3,0.298701299,0.746987952,0.918918919
2022/9/11 3:00,0.703703704,0.3,0.298701299,0.807228916,0.918918919
2022/9/11 4:00,0.703703704,0.265217391,0.264069264,0.807228916,0.918918919
2022/9/11 5:00,0.703703704,0.265217391,0.264069264,0.807228916,0.918918919
2022/9/11 6:00,0.703703704,0.265217391,0.264069264,0.86746988,0.945945946
2022/9/11 7:00,0.703703704,0.3,0.298701299,0.807228916,0.918918919
2022/9/11 8:00,0.740740741,0.3,0.298701299,0.746987952,0.918918919
2022/9/11 9:00,0.740740741,0.3,0.298701299,0.686746988,0.891891892
2022/9/11 10:00,0.777777778,0.32173913,0.32034632,0.698795181,0.918918919
2022/9/11 11:00,0.777777778,0.3,0.298701299,0.698795181,0.918918919
2022/9/11 12:00,0.814814815,0.3,0.298701299,0.638554217,0.918918919
2022/9/11 13:00,0.851851852,0.265217391,0.264069264,0.602409639,0.918918919
2022/9/11 14:00,0.851851852,0.234782609,0.233766234,0.602409639,0.918918919
2022/9/11 15:00,0.888888889,0.2,0.199134199,0.506024096,0.891891892
2022/9/11 16:00,0.888888889,0.165217391,0.164502165,0.602409639,0.945945946
2022/9/11 17:00,0.851851852,0.165217391,0.164502165,0.65060241,0.945945946
2022/9/11 18:00,0.814814815,0.165217391,0.164502165,0.746987952,0.972972973
2022/9/11 19:00,0.777777778,0.2,0.199134199,0.807228916,0.972972973
2022/9/11 20:00,0.777777778,0.2,0.199134199,0.807228916,0.972972973
2022/9/11 21:00,0.740740741,0.234782609,0.233766234,0.86746988,0.972972973
2022/9/11 22:00,0.740740741,0.234782609,0.233766234,0.86746988,0.972972973
2022/9/11 23:00,0.740740741,0.234782609,0.233766234,0.807228916,0.945945946
2022/9/12 0:00,0.740740741,0.234782609,0.233766234,0.86746988,0.972972973
2022/9/12 1:00,0.740740741,0.234782609,0.233766234,0.807228916,0.945945946
2022/9/12 2:00,0.740740741,0.234782609,0.233766234,0.86746988,0.972972973
2022/9/12 3:00,0.740740741,0.2,0.199134199,0.807228916,0.945945946
2022/9/12 4:00,0.740740741,0.2,0.199134199,0.746987952,0.918918919
2022/9/12 5:00,0.703703704,0.2,0.199134199,0.807228916,0.918918919
2022/9/12 6:00,0.703703704,0.234782609,0.233766234,0.807228916,0.918918919
2022/9/12 7:00,0.703703704,0.234782609,0.233766234,0.746987952,0.891891892
2022/9/12 8:00,0.777777778,0.234782609,0.233766234,0.542168675,0.837837838
2022/9/12 9:00,0.851851852,0.265217391,0.264069264,0.457831325,0.837837838
2022/9/12 10:00,0.888888889,0.265217391,0.264069264,0.469879518,0.864864865
2022/9/12 11:00,0.962962963,0.265217391,0.264069264,0.289156627,0.783783784
2022/9/12 12:00,0.925925926,0.234782609,0.233766234,0.325301205,0.783783784
2022/9/12 13:00,0.925925926,0.2,0.199134199,0.385542169,0.837837838
2022/9/12 14:00,0.925925926,0.165217391,0.164502165,0.361445783,0.810810811
2022/9/12 15:00,0.962962963,0.165217391,0.164502165,0.325301205,0.810810811
2022/9/12 16:00,0.962962963,0.134782609,0.134199134,0.289156627,0.783783784
2022/9/12 17:00,0.962962963,0.134782609,0.134199134,0.289156627,0.783783784
2022/9/12 18:00,0.925925926,0.134782609,0.134199134,0.265060241,0.72972973
2022/9/12 19:00,0.888888889,0.165217391,0.164502165,0.253012048,0.702702703
2022/9/12 20:00,0.888888889,0.165217391,0.164502165,0.253012048,0.702702703
2022/9/12 21:00,0.814814815,0.165217391,0.164502165,0.421686747,0.783783784
2022/9/12 22:00,0.814814815,0.2,0.199134199,0.421686747,0.783783784
2022/9/12 23:00,0.777777778,0.2,0.199134199,0.698795181,0.918918919
2022/9/13 0:00,0.740740741,0.2,0.199134199,0.86746988,0.972972973
2022/9/13 1:00,0.740740741,0.2,0.199134199,0.807228916,0.945945946
2022/9/13 2:00,0.740740741,0.2,0.199134199,0.807228916,0.945945946
2022/9/13 3:00,0.740740741,0.2,0.199134199,0.686746988,0.891891892
2022/9/13 4:00,0.703703704,0.2,0.199134199,0.746987952,0.891891892
2022/9/13 5:00,0.740740741,0.2,0.199134199,0.638554217,0.864864865
2022/9/13 6:00,0.703703704,0.2,0.199134199,0.686746988,0.864864865
2022/9/13 7:00,0.740740741,0.234782609,0.233766234,0.686746988,0.891891892
2022/9/13 8:00,0.814814815,0.234782609,0.233766234,0.506024096,0.837837838
2022/9/13 9:00,0.851851852,0.265217391,0.264069264,0.554216867,0.891891892
2022/9/13 10:00,0.851851852,0.265217391,0.264069264,0.457831325,0.837837838
2022/9/13 11:00,0.962962963,0.265217391,0.264069264,0.228915663,0.72972973
2022/9/13 12:00,1,0.234782609,0.233766234,0.204819277,0.72972973
2022/9/13 13:00,1,0.2,0.199134199,0.180722892,0.702702703
2022/9/13 14:00,0.962962963,0.2,0.199134199,0.325301205,0.810810811
2022/9/13 15:00,0.962962963,0.165217391,0.164502165,0.265060241,0.756756757
2022/9/13 16:00,0.962962963,0.165217391,0.164502165,0.361445783,0.837837838
2022/9/13 17:00,0.962962963,0.134782609,0.134199134,0.325301205,0.810810811
2022/9/13 18:00,0.925925926,0.134782609,0.134199134,0.385542169,0.837837838
2022/9/13 19:00,0.888888889,0.165217391,0.164502165,0.385542169,0.810810811
2022/9/13 20:00,0.888888889,0.165217391,0.164502165,0.289156627,0.72972973
2022/9/13 21:00,0.851851852,0.2,0.199134199,0.34939759,0.756756757
2022/9/13 22:00,0.814814815,0.2,0.199134199,0.421686747,0.783783784
2022/9/13 23:00,0.814814815,0.2,0.199134199,0.638554217,0.918918919
2022/9/14 0:00,0.777777778,0.2,0.199134199,0.590361446,0.864864865
2022/9/14 1:00,0.777777778,0.2,0.199134199,0.746987952,0.945945946
2022/9/14 2:00,0.777777778,0.2,0.199134199,0.746987952,0.945945946
2022/9/14 3:00,0.814814815,0.165217391,0.164502165,0.457831325,0.810810811
2022/9/14 4:00,0.777777778,0.2,0.199134199,0.746987952,0.945945946
2022/9/14 5:00,0.814814815,0.2,0.199134199,0.385542169,0.756756757
2022/9/14 6:00,0.777777778,0.2,0.199134199,0.421686747,0.756756757
2022/9/14 7:00,0.777777778,0.234782609,0.233766234,0.421686747,0.756756757
2022/9/14 8:00,0.814814815,0.265217391,0.264069264,0.34939759,0.72972973
2022/9/14 9:00,0.888888889,0.265217391,0.264069264,0.228915663,0.675675676
2022/9/14 10:00,0.888888889,0.265217391,0.264069264,0.204819277,0.648648649
2022/9/14 11:00,0.925925926,0.265217391,0.264069264,0.204819277,0.675675676
2022/9/14 12:00,0.925925926,0.234782609,0.233766234,0.265060241,0.72972973
2022/9/14 13:00,0.925925926,0.2,0.199134199,0.289156627,0.756756757
2022/9/14 14:00,0.962962963,0.165217391,0.164502165,0.289156627,0.783783784
2022/9/14 15:00,0.962962963,0.134782609,0.134199134,0.289156627,0.783783784
2022/9/14 16:00,0.962962963,0.134782609,0.134199134,0.265060241,0.756756757
2022/9/14 17:00,0.925925926,0.134782609,0.134199134,0.289156627,0.756756757
2022/9/14 18:00,0.925925926,0.134782609,0.134199134,0.289156627,0.756756757
2022/9/14 19:00,0.888888889,0.134782609,0.134199134,0.289156627,0.72972973
2022/9/14 20:00,0.851851852,0.165217391,0.164502165,0.313253012,0.72972973
2022/9/14 21:00,0.814814815,0.165217391,0.164502165,0.34939759,0.72972973
2022/9/14 22:00,0.814814815,0.2,0.199134199,0.385542169,0.756756757
2022/9/14 23:00,0.777777778,0.2,0.199134199,0.506024096,0.810810811
2022/9/15 0:00,0.740740741,0.2,0.199134199,0.686746988,0.891891892
2022/9/15 1:00,0.740740741,0.165217391,0.164502165,0.638554217,0.864864865
2022/9/15 2:00,0.777777778,0.165217391,0.164502165,0.698795181,0.918918919
2022/9/15 3:00,0.740740741,0.165217391,0.164502165,0.746987952,0.918918919
2022/9/15 4:00,0.740740741,0.165217391,0.164502165,0.542168675,0.810810811
2022/9/15 5:00,0.777777778,0.165217391,0.164502165,0.421686747,0.756756757
2022/9/15 6:00,0.777777778,0.165217391,0.164502165,0.457831325,0.783783784
2022/9/15 7:00,0.740740741,0.165217391,0.164502165,0.493975904,0.783783784
2022/9/15 8:00,0.814814815,0.2,0.199134199,0.421686747,0.783783784
2022/9/15 9:00,0.851851852,0.2,0.199134199,0.34939759,0.756756757
